short_name,player_positions,overall,potential,value_eur,value_log10,club_contract_valid_until,years_left,age,weak_foot,international_reputation,pace,shooting,passing,dribbling,defending,physic
R. Korboa,"RW, LW, ST",60,63,325000.0,5.511883360978874,2022.0,1.0,24,3,1,84.0,54.0,52.0,62.0,48.0,56.0
T. Arokodare,ST,60,70,550000.0,5.740362689494244,2023.0,2.0,20,3,1,51.0,61.0,43.0,52.0,26.0,71.0
Unai Arieta,ST,60,71,550000.0,5.740362689494244,2022.0,1.0,22,3,1,73.0,60.0,42.0,63.0,19.0,46.0
M. Córdoba,ST,60,70,550000.0,5.740362689494244,2022.0,1.0,22,3,1,66.0,58.0,57.0,61.0,29.0,63.0
K. Sène,"RM, ST",60,76,650000.0,5.812913356642856,2022.0,1.0,20,3,1,84.0,57.0,49.0,62.0,23.0,46.0
D. Mukuna-Trouet,ST,60,74,600000.0,5.778151250383644,2022.0,1.0,19,2,1,73.0,55.0,42.0,59.0,24.0,61.0
E. Gedikli,ST,60,79,625000.0,5.795880017344075,2022.0,1.0,18,3,1,61.0,60.0,47.0,56.0,24.0,54.0
Salazar,ST,60,80,675000.0,5.829303772831025,2022.0,1.0,18,3,1,53.0,64.0,45.0,60.0,20.0,48.0
J. Stretton,ST,60,72,600000.0,5.778151250383644,2022.0,1.0,19,3,1,66.0,62.0,42.0,57.0,25.0,51.0
M. Pagliuca,ST,60,77,650000.0,5.812913356642856,2022.0,1.0,19,4,1,65.0,59.0,52.0,61.0,22.0,59.0
T. Nishino,"ST, LM",60,73,575000.0,5.7596678446896306,2022.0,1.0,18,3,1,73.0,60.0,55.0,61.0,34.0,50.0
T. Ángel,"ST, CF",60,77,625000.0,5.795880017344075,2023.0,2.0,18,3,1,78.0,58.0,54.0,61.0,17.0,57.0
F. Tongya,"CAM, ST",60,74,575000.0,5.7596678446896306,2025.0,4.0,19,3,1,70.0,48.0,64.0,59.0,37.0,61.0
J. Duin,ST,60,67,500000.0,5.698970004336019,2024.0,3.0,22,3,1,44.0,63.0,46.0,55.0,26.0,67.0
M. Kosidis,ST,60,72,600000.0,5.778151250383644,2026.0,5.0,19,3,1,66.0,60.0,47.0,58.0,23.0,65.0
A. Rodríguez,ST,60,66,400000.0,5.6020599913279625,2021.0,0.0,23,2,1,58.0,61.0,38.0,60.0,17.0,55.0
M. Mamaní,ST,60,74,600000.0,5.778151250383644,2024.0,3.0,19,3,1,59.0,63.0,49.0,64.0,23.0,38.0
O. Blanco,ST,60,60,210000.0,5.3222192947339195,2021.0,0.0,31,3,1,66.0,58.0,44.0,64.0,22.0,63.0
N. Chadli,"RM, ST",60,74,575000.0,5.7596678446896306,2024.0,3.0,19,2,1,67.0,59.0,54.0,68.0,22.0,51.0
P. Gallardo,ST,60,68,550000.0,5.740362689494244,2021.0,0.0,20,3,1,66.0,64.0,46.0,62.0,21.0,54.0
R. Chacón,ST,60,69,550000.0,5.740362689494244,2025.0,4.0,23,2,1,53.0,62.0,42.0,56.0,29.0,66.0
B. Alcócer,"ST, RW",60,74,575000.0,5.7596678446896306,2024.0,3.0,17,3,1,71.0,56.0,49.0,63.0,23.0,58.0
H. Sandoval,ST,60,68,550000.0,5.740362689494244,2021.0,0.0,21,3,1,56.0,64.0,44.0,53.0,23.0,63.0
A. Hountondji,"LM, ST",60,77,625000.0,5.795880017344075,2024.0,3.0,18,3,1,68.0,56.0,52.0,61.0,19.0,55.0
K. Fidelis,"LW, ST",60,67,500000.0,5.698970004336019,2022.0,1.0,22,3,1,68.0,67.0,51.0,65.0,24.0,50.0
A. Miller,"RM, LM, ST",60,79,625000.0,5.795880017344075,2025.0,4.0,18,3,1,82.0,55.0,48.0,60.0,31.0,47.0
C. Emeka,ST,60,71,525000.0,5.720159303405957,2022.0,1.0,19,3,1,76.0,60.0,42.0,54.0,21.0,65.0
D. Jebbison,ST,60,76,625000.0,5.795880017344075,2022.0,1.0,17,2,1,72.0,59.0,49.0,55.0,30.0,62.0
Q. Dumay,"ST, LW",60,67,500000.0,5.698970004336019,2022.0,1.0,20,3,1,62.0,62.0,53.0,66.0,31.0,51.0
Falcão,ST,60,66,400000.0,5.6020599913279625,2022.0,1.0,21,3,1,80.0,59.0,50.0,63.0,18.0,58.0
K. Hovi,ST,60,61,300000.0,5.477121254719663,2022.0,1.0,27,2,1,66.0,60.0,52.0,57.0,25.0,66.0
L. Mikić,"ST, LM",60,65,375000.0,5.574031267727719,2025.0,4.0,24,3,1,74.0,60.0,48.0,60.0,24.0,55.0
D. Touré,ST,60,83,775000.0,5.889301702506311,2026.0,5.0,18,4,1,87.0,62.0,43.0,65.0,17.0,38.0
L. Nordås,ST,60,75,600000.0,5.778151250383644,2024.0,3.0,19,3,1,68.0,58.0,43.0,59.0,25.0,67.0
J. Iredale,ST,60,70,550000.0,5.740362689494244,2022.0,1.0,21,3,1,55.0,62.0,45.0,58.0,21.0,57.0
Valdir,ST,60,68,550000.0,5.740362689494244,2023.0,2.0,23,3,1,84.0,59.0,43.0,65.0,21.0,48.0
B. Mikeltadze,ST,60,66,400000.0,5.6020599913279625,2023.0,2.0,23,4,1,73.0,60.0,48.0,65.0,20.0,58.0
F. Torres,ST,60,67,500000.0,5.698970004336019,2023.0,2.0,22,3,1,56.0,62.0,47.0,59.0,22.0,47.0
T. Çukur,ST,60,75,575000.0,5.7596678446896306,2022.0,1.0,18,2,1,58.0,60.0,50.0,57.0,26.0,70.0
R. Márquez,ST,60,75,575000.0,5.7596678446896306,2023.0,2.0,18,3,1,71.0,62.0,45.0,61.0,24.0,49.0
Iván Romero,"ST, RW, LW",60,71,550000.0,5.740362689494244,2024.0,3.0,20,3,1,69.0,58.0,43.0,59.0,22.0,53.0
T. Noslin,ST,60,66,400000.0,5.6020599913279625,2024.0,3.0,21,3,1,74.0,60.0,45.0,62.0,20.0,50.0
M. Cuni,ST,60,70,525000.0,5.720159303405957,2024.0,3.0,19,3,1,54.0,62.0,49.0,56.0,20.0,62.0
M. Divkovic,ST,60,68,550000.0,5.740362689494244,2024.0,3.0,22,2,1,75.0,59.0,44.0,62.0,20.0,51.0
N. Koffi,ST,60,75,600000.0,5.778151250383644,2022.0,1.0,19,2,1,74.0,64.0,50.0,62.0,22.0,49.0
G. Larios,"RW, LW, ST",60,70,525000.0,5.720159303405957,2023.0,2.0,19,3,1,69.0,61.0,58.0,59.0,45.0,53.0
C. Anene,ST,59,59,230000.0,5.361727836017593,2021.0,0.0,28,3,1,56.0,57.0,50.0,56.0,28.0,63.0
M. Cullen,ST,59,59,220000.0,5.342422680822207,2022.0,1.0,29,2,1,69.0,58.0,51.0,59.0,39.0,65.0
L. McAlinden,ST,59,59,240000.0,5.380211241711606,2023.0,2.0,27,2,1,71.0,58.0,45.0,58.0,20.0,64.0
A. Amadi-Holloway,ST,59,59,230000.0,5.361727836017593,2022.0,1.0,28,3,1,70.0,56.0,48.0,60.0,46.0,72.0
C. Lyons,ST,59,59,230000.0,5.361727836017593,2021.0,0.0,28,3,1,78.0,59.0,44.0,60.0,38.0,60.0
T. Sho-Silva,ST,59,61,275000.0,5.439332693830263,2022.0,1.0,26,2,1,76.0,56.0,43.0,58.0,24.0,69.0
Kong Min Hyeon,"LW, ST",59,59,190000.0,5.278753600952829,2022.0,1.0,31,3,1,72.0,57.0,47.0,60.0,20.0,59.0
W. Figueira,"LM, ST",59,60,275000.0,5.439332693830263,2021.0,0.0,26,2,1,69.0,57.0,52.0,58.0,30.0,69.0
Jeong Chung Geun,ST,59,62,300000.0,5.477121254719663,2022.0,1.0,25,3,1,69.0,60.0,47.0,58.0,24.0,51.0
C. Duffus,ST,59,64,325000.0,5.511883360978874,2023.0,2.0,25,2,1,69.0,58.0,49.0,57.0,28.0,65.0
C. Baker-Richardson,ST,59,64,325000.0,5.511883360978874,2022.0,1.0,25,3,1,66.0,57.0,39.0,53.0,19.0,57.0
J. Sotirio,"RM, ST",59,60,275000.0,5.439332693830263,2022.0,1.0,25,2,1,90.0,52.0,52.0,55.0,43.0,71.0
A. Fisher,ST,59,59,190000.0,5.278753600952829,2022.0,1.0,31,3,1,64.0,57.0,46.0,56.0,23.0,69.0
D. Pecirep,ST,59,59,220000.0,5.342422680822207,2022.0,1.0,29,3,1,64.0,57.0,40.0,55.0,24.0,65.0
G. Blackwood,"ST, CAM",59,65,350000.0,5.544068044350276,2023.0,2.0,24,2,1,62.0,58.0,51.0,58.0,44.0,66.0
Cao Yongjing,"CAM, LM, ST",59,65,350000.0,5.544068044350276,2023.0,2.0,24,3,1,76.0,53.0,53.0,61.0,56.0,70.0
M. Abu Shararah,"ST, RM",59,59,220000.0,5.342422680822207,2026.0,5.0,30,3,1,72.0,59.0,49.0,58.0,20.0,64.0
R. Pyke,"ST, RM",59,65,350000.0,5.544068044350276,2023.0,2.0,23,3,1,77.0,55.0,42.0,62.0,30.0,59.0
O. Olomola,ST,59,64,350000.0,5.544068044350276,2023.0,2.0,23,3,1,72.0,57.0,45.0,61.0,25.0,72.0
Guo Tianyu,ST,59,70,500000.0,5.698970004336019,2022.0,1.0,22,2,1,58.0,57.0,42.0,55.0,36.0,70.0
J. Ponticelli,ST,59,66,450000.0,5.653212513775344,2022.0,1.0,22,3,1,77.0,57.0,44.0,58.0,25.0,62.0
D. Ríos,ST,59,62,300000.0,5.477121254719663,2022.0,1.0,26,3,1,44.0,64.0,43.0,57.0,25.0,62.0
M. Doyle,"LM, LW, ST",59,66,450000.0,5.653212513775344,2021.0,0.0,22,2,1,71.0,57.0,51.0,60.0,31.0,63.0
G. Lloyd,ST,59,72,550000.0,5.740362689494244,2022.0,1.0,21,2,1,80.0,55.0,50.0,62.0,25.0,71.0
S. Rentería,ST,59,67,500000.0,5.698970004336019,2024.0,3.0,23,2,1,74.0,61.0,43.0,63.0,26.0,46.0
D. Angus,ST,59,60,275000.0,5.439332693830263,2022.0,1.0,27,3,1,77.0,56.0,46.0,58.0,23.0,66.0
C. McBride,"ST, LW",59,74,550000.0,5.740362689494244,2022.0,1.0,20,3,1,70.0,61.0,50.0,62.0,20.0,46.0
H. Camara,ST,59,68,500000.0,5.698970004336019,2024.0,3.0,23,3,1,72.0,57.0,48.0,57.0,21.0,64.0
M. Jørgensen,"ST, CF",59,72,550000.0,5.740362689494244,2021.0,0.0,20,3,1,82.0,59.0,44.0,60.0,28.0,58.0
R. Edmondson,ST,59,76,600000.0,5.778151250383644,2022.0,1.0,20,4,1,57.0,59.0,38.0,54.0,26.0,73.0
K. Yakob,ST,59,69,500000.0,5.698970004336019,2022.0,1.0,20,3,1,68.0,55.0,49.0,59.0,45.0,63.0
E. Kamsoba,"LM, ST",59,62,300000.0,5.477121254719663,2023.0,2.0,25,4,1,90.0,48.0,47.0,60.0,21.0,42.0
R. Parkes,"ST, LW, LM",59,59,220000.0,5.342422680822207,2021.0,0.0,30,3,1,87.0,57.0,49.0,53.0,18.0,74.0
L. N'Diaye,ST,59,74,550000.0,5.740362689494244,2023.0,2.0,20,3,1,81.0,59.0,43.0,56.0,19.0,56.0
E. Zubak,ST,59,67,500000.0,5.698970004336019,2021.0,0.0,23,3,1,54.0,59.0,44.0,58.0,19.0,67.0
Y. Omar,ST,59,60,275000.0,5.439332693830263,2024.0,3.0,27,2,1,75.0,57.0,46.0,59.0,24.0,75.0
A. Roczen,ST,59,69,500000.0,5.698970004336019,2022.0,1.0,21,2,1,64.0,57.0,44.0,54.0,35.0,69.0
Patrick Luan,ST,59,70,500000.0,5.698970004336019,2021.0,0.0,22,4,1,70.0,60.0,48.0,62.0,18.0,58.0
B. Rusu,"ST, CAM",59,59,190000.0,5.278753600952829,2022.0,1.0,31,3,1,68.0,62.0,43.0,49.0,31.0,64.0
M. Al Sahli,"ST, LM",59,59,220000.0,5.342422680822207,2023.0,2.0,29,3,1,78.0,56.0,53.0,63.0,39.0,54.0
P. Zdybowicz,ST,59,68,500000.0,5.698970004336019,2023.0,2.0,21,3,1,72.0,58.0,48.0,56.0,18.0,53.0
S. Arce,ST,59,73,550000.0,5.740362689494244,2025.0,4.0,19,2,1,73.0,54.0,54.0,58.0,37.0,56.0
D. Martínez,ST,59,66,450000.0,5.653212513775344,2021.0,0.0,24,2,1,72.0,58.0,50.0,58.0,19.0,56.0
A. Okoflex,"LM, ST, CAM",59,78,575000.0,5.7596678446896306,2023.0,2.0,19,3,1,77.0,57.0,50.0,66.0,25.0,52.0
M. Iloski,ST,59,68,500000.0,5.698970004336019,2021.0,0.0,21,3,1,78.0,57.0,42.0,63.0,20.0,52.0
J. Mumbongo,ST,59,68,500000.0,5.698970004336019,2022.0,1.0,22,3,1,75.0,60.0,45.0,53.0,21.0,65.0
I. Someno,"RM, ST",59,73,525000.0,5.720159303405957,2022.0,1.0,19,4,1,70.0,61.0,60.0,54.0,25.0,55.0
A. Johansson,"LM, ST",59,62,300000.0,5.477121254719663,2021.0,0.0,25,2,1,66.0,54.0,52.0,58.0,30.0,60.0
M. Hyllegaard,ST,59,66,450000.0,5.653212513775344,2022.0,1.0,22,3,1,90.0,58.0,45.0,58.0,21.0,51.0
J. Vernaza,"LM, ST",59,71,525000.0,5.720159303405957,2025.0,4.0,19,3,1,69.0,52.0,53.0,57.0,31.0,59.0
S. Stehle,"RW, ST",59,74,525000.0,5.720159303405957,2022.0,1.0,19,3,1,91.0,53.0,46.0,58.0,28.0,52.0
M. Fenger,ST,59,71,550000.0,5.740362689494244,2022.0,1.0,19,3,1,67.0,56.0,46.0,59.0,19.0,64.0
G. Cangiano,"LW, ST",59,75,575000.0,5.7596678446896306,2024.0,3.0,19,3,1,67.0,56.0,54.0,65.0,29.0,43.0
J. Carrillo,"ST, CAM",59,71,550000.0,5.740362689494244,2025.0,4.0,19,4,1,67.0,58.0,49.0,60.0,31.0,54.0
T. Owolabi,ST,59,61,275000.0,5.439332693830263,2021.0,0.0,25,3,1,86.0,58.0,41.0,59.0,34.0,67.0
D. Min,ST,59,68,500000.0,5.698970004336019,2023.0,2.0,22,3,1,52.0,61.0,49.0,50.0,25.0,64.0
A. Foley,ST,59,59,190000.0,5.278753600952829,2021.0,0.0,31,3,1,70.0,55.0,49.0,54.0,40.0,68.0
B. Traorè,"LB, ST",59,65,325000.0,5.511883360978874,2022.0,1.0,23,4,1,78.0,59.0,56.0,60.0,50.0,62.0
V. Nikolov,ST,59,71,550000.0,5.740362689494244,2023.0,2.0,20,3,1,56.0,58.0,42.0,52.0,28.0,68.0
T. Corbeanu,"RW, ST",59,75,575000.0,5.7596678446896306,2022.0,1.0,19,5,1,75.0,55.0,54.0,61.0,24.0,60.0
Y. Alounga,"ST, LM, RM",59,74,550000.0,5.740362689494244,2024.0,3.0,19,3,1,65.0,57.0,53.0,57.0,43.0,63.0
Y. Gomes,ST,59,74,525000.0,5.720159303405957,2022.0,1.0,18,3,1,65.0,61.0,46.0,61.0,19.0,45.0
C. Offor,"ST, LM",59,73,550000.0,5.740362689494244,2023.0,2.0,21,3,1,70.0,54.0,47.0,61.0,18.0,65.0
S. Bell,"ST, LW",59,75,575000.0,5.7596678446896306,2024.0,3.0,19,3,1,73.0,56.0,41.0,60.0,20.0,57.0
S. Karim,ST,59,59,220000.0,5.342422680822207,2022.0,1.0,29,3,1,68.0,58.0,48.0,59.0,26.0,59.0
M. Haygarth,"RW, CAM, ST",59,75,575000.0,5.7596678446896306,2022.0,1.0,19,4,1,72.0,53.0,52.0,63.0,28.0,46.0
A. Olusanya,"ST, LW",59,68,500000.0,5.698970004336019,2022.0,1.0,21,4,1,71.0,57.0,48.0,59.0,20.0,58.0
M. Niang,ST,59,77,575000.0,5.7596678446896306,2023.0,2.0,19,3,1,75.0,59.0,40.0,55.0,18.0,55.0
A. Hackford,ST,59,84,700000.0,5.845098040014257,2022.0,1.0,17,3,1,86.0,59.0,38.0,60.0,18.0,44.0
John Patrick,"CAM, ST, CM",59,78,550000.0,5.740362689494244,2022.0,1.0,17,3,1,69.0,56.0,48.0,58.0,20.0,57.0
S. Ibrahim,"ST, RW",59,75,575000.0,5.7596678446896306,2023.0,2.0,18,2,1,83.0,57.0,53.0,60.0,23.0,61.0
V. Angelov,"ST, LW",59,60,275000.0,5.439332693830263,2022.0,1.0,27,3,1,69.0,58.0,49.0,58.0,24.0,55.0
L. Hartwig,ST,59,79,625000.0,5.795880017344075,2024.0,3.0,18,4,1,77.0,62.0,47.0,54.0,21.0,48.0
C. Gomez,ST,59,70,500000.0,5.698970004336019,2025.0,4.0,20,2,1,75.0,63.0,44.0,64.0,17.0,43.0
J. Casimir,ST,59,71,550000.0,5.740362689494244,2023.0,2.0,19,3,1,80.0,58.0,46.0,58.0,23.0,56.0
T. Conway,ST,59,76,575000.0,5.7596678446896306,2024.0,3.0,18,3,1,80.0,56.0,41.0,59.0,20.0,48.0
E. Kizza,ST,59,68,500000.0,5.698970004336019,2021.0,0.0,22,3,1,62.0,61.0,44.0,54.0,29.0,69.0
D. Mebude,ST,59,75,575000.0,5.7596678446896306,2022.0,1.0,19,3,1,82.0,57.0,45.0,61.0,22.0,59.0
L. Lobinger,ST,59,68,500000.0,5.698970004336019,2023.0,2.0,22,2,1,55.0,57.0,42.0,51.0,28.0,67.0
K. Śpiewak,"ST, CB",59,68,500000.0,5.698970004336019,2024.0,3.0,21,2,1,57.0,59.0,40.0,55.0,55.0,65.0
D. Paraschiv,"ST, LW",59,65,375000.0,5.574031267727719,2022.0,1.0,22,2,1,65.0,59.0,48.0,55.0,21.0,62.0
T. Bornemann,ST,59,69,500000.0,5.698970004336019,2023.0,2.0,20,3,1,74.0,57.0,43.0,60.0,23.0,61.0
F. Lakenmacher,ST,59,67,500000.0,5.698970004336019,2022.0,1.0,21,2,1,60.0,62.0,46.0,58.0,20.0,63.0
T. Bierschenk,ST,59,70,475000.0,5.676693609624866,2023.0,2.0,18,3,1,63.0,60.0,44.0,56.0,36.0,67.0
F. Galván,ST,59,68,500000.0,5.698970004336019,2023.0,2.0,21,2,1,56.0,57.0,46.0,58.0,26.0,62.0
R. Adigo,"RM, RWB, ST",59,74,550000.0,5.740362689494244,2023.0,2.0,20,2,1,76.0,52.0,47.0,65.0,34.0,58.0
Josema,"ST, CF",59,72,550000.0,5.740362689494244,2022.0,1.0,21,4,1,62.0,60.0,44.0,58.0,24.0,50.0
A. Garza,ST,59,71,550000.0,5.740362689494244,2025.0,4.0,20,3,1,58.0,60.0,40.0,56.0,28.0,59.0
Óscar González,ST,59,71,550000.0,5.740362689494244,2022.0,1.0,21,3,1,54.0,63.0,43.0,57.0,21.0,49.0
B. Barcia,"CAM, ST",59,73,550000.0,5.740362689494244,2025.0,4.0,20,3,1,72.0,52.0,58.0,55.0,35.0,49.0
J. Malcolm,ST,59,77,575000.0,5.7596678446896306,2022.0,1.0,18,3,1,84.0,58.0,36.0,56.0,22.0,64.0
J. González,"RW, ST",59,69,475000.0,5.676693609624866,2023.0,2.0,19,3,1,71.0,56.0,56.0,57.0,47.0,59.0
I. Lidberg,ST,58,67,450000.0,5.653212513775344,2023.0,2.0,22,3,1,72.0,55.0,46.0,52.0,36.0,72.0
Jeong Chi In,"ST, LW",58,65,400000.0,5.6020599913279625,2021.0,0.0,23,3,1,64.0,57.0,44.0,58.0,26.0,59.0
R. Harker,ST,58,69,450000.0,5.653212513775344,2022.0,1.0,21,3,1,66.0,58.0,41.0,57.0,27.0,53.0
A. Al Aryani,"RW, ST",58,61,275000.0,5.439332693830263,2022.0,1.0,25,3,1,73.0,57.0,44.0,61.0,32.0,58.0
I. Pandita,ST,58,65,400000.0,5.6020599913279625,2023.0,2.0,23,3,1,71.0,57.0,48.0,55.0,23.0,62.0
F. Al Birekan,ST,58,72,500000.0,5.698970004336019,2025.0,4.0,21,3,1,70.0,57.0,40.0,55.0,22.0,56.0
N. Awuku,"RW, ST",58,67,450000.0,5.653212513775344,2023.0,2.0,21,3,1,70.0,55.0,47.0,60.0,24.0,60.0
B. Folami,"ST, LM",58,69,450000.0,5.653212513775344,2023.0,2.0,22,4,1,77.0,55.0,47.0,63.0,21.0,51.0
J. Greenidge,ST,58,68,450000.0,5.653212513775344,2022.0,1.0,21,3,1,57.0,57.0,44.0,53.0,31.0,65.0
J. Grodowski,ST,58,66,450000.0,5.653212513775344,2023.0,2.0,23,3,1,65.0,59.0,43.0,54.0,23.0,57.0
S. Ben Amar,ST,58,67,450000.0,5.653212513775344,2021.0,0.0,23,3,1,61.0,56.0,44.0,55.0,27.0,55.0
T. O'Neill,ST,58,70,500000.0,5.698970004336019,2023.0,2.0,21,3,1,63.0,59.0,44.0,54.0,20.0,65.0
I. Shopane,"ST, RW, LW",58,64,325000.0,5.511883360978874,2022.0,1.0,24,5,1,73.0,57.0,42.0,61.0,28.0,58.0
S. Janneh,ST,58,70,500000.0,5.698970004336019,2023.0,2.0,21,3,1,75.0,57.0,44.0,60.0,19.0,47.0
K. Etete,ST,58,78,575000.0,5.7596678446896306,2022.0,1.0,19,2,1,72.0,62.0,37.0,54.0,17.0,42.0
V. Yuel,"ST, RW",58,58,230000.0,5.361727836017593,2022.0,1.0,26,3,1,89.0,55.0,50.0,60.0,33.0,63.0
M. Singh,"RM, RWB, ST",58,61,275000.0,5.439332693830263,2023.0,2.0,25,3,1,80.0,58.0,45.0,56.0,31.0,72.0
T. Allen,"RW, ST",58,69,450000.0,5.653212513775344,2022.0,1.0,21,3,1,84.0,54.0,50.0,58.0,27.0,49.0
T. Sinclair,ST,58,71,500000.0,5.698970004336019,2022.0,1.0,20,3,1,81.0,58.0,53.0,60.0,28.0,53.0
Y. Türk,ST,58,64,325000.0,5.511883360978874,2022.0,1.0,23,2,1,55.0,62.0,44.0,53.0,19.0,52.0
M. Rodríguez Vejar,ST,58,65,425000.0,5.628388930050312,2022.0,1.0,21,3,1,62.0,58.0,41.0,55.0,23.0,57.0
K. Yengi,"ST, RM",58,69,450000.0,5.653212513775344,2022.0,1.0,22,4,1,86.0,53.0,49.0,61.0,32.0,72.0
K. Harratt,ST,58,76,525000.0,5.720159303405957,2023.0,2.0,19,3,1,74.0,56.0,38.0,56.0,22.0,54.0
C. Saydee,ST,58,75,525000.0,5.720159303405957,2022.0,1.0,19,2,1,71.0,57.0,46.0,58.0,22.0,54.0
J. March,ST,58,65,400000.0,5.6020599913279625,2022.0,1.0,24,3,1,70.0,56.0,45.0,59.0,20.0,62.0
S. Ayukawa,"ST, CF",58,69,450000.0,5.653212513775344,2022.0,1.0,19,3,1,54.0,60.0,45.0,59.0,31.0,53.0
S. Zobo,ST,58,69,450000.0,5.653212513775344,2022.0,1.0,20,3,1,50.0,61.0,42.0,55.0,23.0,58.0
Y. Rivas,ST,58,67,450000.0,5.653212513775344,2023.0,2.0,19,2,1,58.0,59.0,38.0,60.0,20.0,55.0
J. de Vries,"RM, ST",58,72,475000.0,5.676693609624866,2022.0,1.0,19,3,1,75.0,51.0,56.0,58.0,24.0,52.0
M. Toure,"LM, ST",58,76,500000.0,5.698970004336019,2023.0,2.0,17,3,1,87.0,51.0,48.0,60.0,29.0,66.0
Heo Yul,ST,58,75,550000.0,5.740362689494244,2022.0,1.0,20,3,1,68.0,55.0,38.0,55.0,26.0,71.0
J. Kabia,"RM, ST, LM",58,70,500000.0,5.698970004336019,2023.0,2.0,20,4,1,83.0,55.0,47.0,59.0,35.0,52.0
I. Achara,"RM, LM, ST",58,64,325000.0,5.511883360978874,2021.0,0.0,23,3,1,78.0,59.0,49.0,63.0,27.0,56.0
T. Simpson,ST,58,70,475000.0,5.676693609624866,2022.0,1.0,19,3,1,71.0,56.0,40.0,57.0,18.0,61.0
J. Hernández,ST,58,69,450000.0,5.653212513775344,2022.0,1.0,21,2,1,53.0,61.0,47.0,56.0,22.0,48.0
A. Aravena,ST,58,73,475000.0,5.676693609624866,2023.0,2.0,18,3,1,64.0,57.0,51.0,63.0,19.0,55.0
A. Lind,ST,58,74,525000.0,5.720159303405957,2025.0,4.0,19,3,1,65.0,54.0,51.0,59.0,36.0,66.0
D. Warchoł,"CAM, ST",58,61,275000.0,5.439332693830263,2022.0,1.0,25,2,1,62.0,59.0,55.0,59.0,34.0,56.0
A. Allemeersch,ST,58,72,475000.0,5.676693609624866,2023.0,2.0,19,3,1,64.0,58.0,41.0,56.0,21.0,51.0
A. Németh,"ST, CF, CAM",58,79,650000.0,5.812913356642856,2023.0,2.0,18,3,1,76.0,57.0,44.0,61.0,19.0,57.0
E. Ring,"ST, RW",58,73,475000.0,5.676693609624866,2024.0,3.0,19,2,1,75.0,55.0,48.0,59.0,24.0,59.0
W. Gnonto,"CF, LM, ST",58,80,650000.0,5.812913356642856,2023.0,2.0,17,3,1,83.0,54.0,41.0,67.0,19.0,52.0
C. Archer,ST,58,75,525000.0,5.720159303405957,2023.0,2.0,19,2,1,58.0,59.0,49.0,56.0,22.0,50.0
C. Cortés,ST,58,69,450000.0,5.653212513775344,2025.0,4.0,19,2,1,58.0,59.0,41.0,53.0,25.0,68.0
M. Romero,ST,58,74,525000.0,5.720159303405957,2022.0,1.0,19,3,1,63.0,55.0,42.0,52.0,19.0,56.0
V. Dahlström,"ST, LW",58,64,325000.0,5.511883360978874,2022.0,1.0,24,3,1,64.0,59.0,41.0,51.0,28.0,60.0
A. Griger,ST,58,77,500000.0,5.698970004336019,2023.0,2.0,17,3,1,67.0,58.0,44.0,55.0,18.0,58.0
W. Suzuki,ST,58,75,525000.0,5.720159303405957,2023.0,2.0,18,3,1,61.0,55.0,50.0,54.0,30.0,70.0
R. Werthmüller,"ST, RW",58,72,500000.0,5.698970004336019,2025.0,4.0,20,4,1,68.0,58.0,47.0,61.0,24.0,52.0
S. Adjei,ST,58,59,240000.0,5.380211241711606,2023.0,2.0,27,2,1,54.0,61.0,35.0,50.0,24.0,75.0
Y. Sylla,ST,58,76,525000.0,5.720159303405957,2022.0,1.0,18,3,1,79.0,58.0,46.0,63.0,20.0,62.0
B. Willumsson,ST,58,70,500000.0,5.698970004336019,2024.0,3.0,20,3,1,62.0,57.0,52.0,60.0,38.0,61.0
M. Sánchez,ST,58,74,525000.0,5.720159303405957,2022.0,1.0,19,3,1,62.0,56.0,52.0,59.0,35.0,54.0
Leonço,ST,58,58,210000.0,5.3222192947339195,2021.0,0.0,28,3,1,62.0,58.0,40.0,51.0,24.0,60.0
F. García,ST,58,64,325000.0,5.511883360978874,2021.0,0.0,23,3,1,55.0,57.0,39.0,54.0,26.0,62.0
T. Bloxham,ST,58,72,475000.0,5.676693609624866,2023.0,2.0,17,3,1,72.0,55.0,45.0,54.0,23.0,66.0
L. Britton,ST,58,70,500000.0,5.698970004336019,2022.0,1.0,20,2,1,60.0,56.0,41.0,53.0,25.0,68.0
H. Tebily,ST,58,72,475000.0,5.676693609624866,2022.0,1.0,19,2,1,70.0,57.0,51.0,59.0,22.0,55.0
D. Sokół,ST,58,67,450000.0,5.653212513775344,2022.0,1.0,22,3,1,74.0,56.0,47.0,57.0,19.0,57.0
P. Czarnowski,ST,58,62,300000.0,5.477121254719663,2022.0,1.0,23,2,1,73.0,60.0,40.0,56.0,21.0,58.0
C. Gavra,ST,58,58,210000.0,5.3222192947339195,2023.0,2.0,28,3,1,66.0,56.0,44.0,55.0,26.0,70.0
M. Ben Fredj,ST,58,68,450000.0,5.653212513775344,2023.0,2.0,21,3,1,57.0,61.0,42.0,55.0,20.0,44.0
N. Bischof,"ST, CF",58,71,475000.0,5.676693609624866,2025.0,4.0,18,3,1,71.0,56.0,42.0,61.0,22.0,53.0
J. Botué,"LW, ST",58,73,475000.0,5.676693609624866,2023.0,2.0,18,2,1,77.0,56.0,37.0,66.0,14.0,35.0
N. Nadje,ST,58,74,500000.0,5.698970004336019,2024.0,3.0,17,3,1,61.0,60.0,45.0,55.0,25.0,52.0
