short_name,player_positions,overall,potential,value_eur,value_log10,club_contract_valid_until,years_left,age,weak_foot,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_finishing,attacking_heading_accuracy,attacking_volleys,power_shot_power,power_long_shots,skill_ball_control,mentality_positioning
I. Shopane,"ST, RW, LW",58,64,325000.0,5.511883360978874,2022.0,1.0,24,5,1,73.0,57.0,42.0,61.0,28.0,58.0,58,60,51,55,54,60,56
S. Janneh,ST,58,70,500000.0,5.698970004336019,2023.0,2.0,21,3,1,75.0,57.0,44.0,60.0,19.0,47.0,61,52,47,56,51,59,56
K. Etete,ST,58,78,575000.0,5.7596678446896306,2022.0,1.0,19,2,1,72.0,62.0,37.0,54.0,17.0,42.0,64,58,48,63,59,58,57
V. Yuel,"ST, RW",58,58,230000.0,5.361727836017593,2022.0,1.0,26,3,1,89.0,55.0,50.0,60.0,33.0,63.0,54,43,45,61,53,56,55
M. Singh,"RM, RWB, ST",58,61,275000.0,5.439332693830263,2023.0,2.0,25,3,1,80.0,58.0,45.0,56.0,31.0,72.0,60,61,51,59,51,55,63
T. Allen,"RW, ST",58,69,450000.0,5.653212513775344,2022.0,1.0,21,3,1,84.0,54.0,50.0,58.0,27.0,49.0,55,47,44,56,54,55,56
T. Sinclair,ST,58,71,500000.0,5.698970004336019,2022.0,1.0,20,3,1,81.0,58.0,53.0,60.0,28.0,53.0,57,48,56,63,57,56,58
Y. Türk,ST,58,64,325000.0,5.511883360978874,2022.0,1.0,23,2,1,55.0,62.0,44.0,53.0,19.0,52.0,67,57,47,65,58,52,58
M. Rodríguez Vejar,ST,58,65,425000.0,5.628388930050312,2022.0,1.0,21,3,1,62.0,58.0,41.0,55.0,23.0,57.0,62,65,41,55,57,60,54
K. Yengi,"ST, RM",58,69,450000.0,5.653212513775344,2022.0,1.0,22,4,1,86.0,53.0,49.0,61.0,32.0,72.0,55,49,48,52,51,57,55
K. Harratt,ST,58,76,525000.0,5.720159303405957,2023.0,2.0,19,3,1,74.0,56.0,38.0,56.0,22.0,54.0,61,56,39,55,47,56,56
C. Saydee,ST,58,75,525000.0,5.720159303405957,2022.0,1.0,19,2,1,71.0,57.0,46.0,58.0,22.0,54.0,60,56,47,55,54,55,57
J. March,ST,58,65,400000.0,5.6020599913279625,2022.0,1.0,24,3,1,70.0,56.0,45.0,59.0,20.0,62.0,59,57,51,53,53,57,58
S. Ayukawa,"ST, CF",58,69,450000.0,5.653212513775344,2022.0,1.0,19,3,1,54.0,60.0,45.0,59.0,31.0,53.0,64,69,53,58,54,56,61
S. Zobo,ST,58,69,450000.0,5.653212513775344,2022.0,1.0,20,3,1,50.0,61.0,42.0,55.0,23.0,58.0,65,65,47,61,53,54,57
Y. Rivas,ST,58,67,450000.0,5.653212513775344,2023.0,2.0,19,2,1,58.0,59.0,38.0,60.0,20.0,55.0,65,55,55,52,51,55,60
J. de Vries,"RM, ST",58,72,475000.0,5.676693609624866,2022.0,1.0,19,3,1,75.0,51.0,56.0,58.0,24.0,52.0,51,37,49,57,45,58,47
M. Toure,"LM, ST",58,76,500000.0,5.698970004336019,2023.0,2.0,17,3,1,87.0,51.0,48.0,60.0,29.0,66.0,53,43,45,51,49,56,52
Heo Yul,ST,58,75,550000.0,5.740362689494244,2022.0,1.0,20,3,1,68.0,55.0,38.0,55.0,26.0,71.0,57,68,42,58,47,57,57
J. Kabia,"RM, ST, LM",58,70,500000.0,5.698970004336019,2023.0,2.0,20,4,1,83.0,55.0,47.0,59.0,35.0,52.0,59,58,48,60,44,54,58
I. Achara,"RM, LM, ST",58,64,325000.0,5.511883360978874,2021.0,0.0,23,3,1,78.0,59.0,49.0,63.0,27.0,56.0,56,51,53,68,59,61,53
T. Simpson,ST,58,70,475000.0,5.676693609624866,2022.0,1.0,19,3,1,71.0,56.0,40.0,57.0,18.0,61.0,59,52,51,54,52,56,57
J. Hernández,ST,58,69,450000.0,5.653212513775344,2022.0,1.0,21,2,1,53.0,61.0,47.0,56.0,22.0,48.0,65,64,58,55,58,53,59
A. Aravena,ST,58,73,475000.0,5.676693609624866,2023.0,2.0,18,3,1,64.0,57.0,51.0,63.0,19.0,55.0,57,53,56,61,56,62,57
A. Lind,ST,58,74,525000.0,5.720159303405957,2025.0,4.0,19,3,1,65.0,54.0,51.0,59.0,36.0,66.0,55,58,45,63,46,61,56
D. Warchoł,"CAM, ST",58,61,275000.0,5.439332693830263,2022.0,1.0,25,2,1,62.0,59.0,55.0,59.0,34.0,56.0,62,60,49,62,53,59,62
A. Allemeersch,ST,58,72,475000.0,5.676693609624866,2023.0,2.0,19,3,1,64.0,58.0,41.0,56.0,21.0,51.0,64,62,60,61,43,58,54
A. Németh,"ST, CF, CAM",58,79,650000.0,5.812913356642856,2023.0,2.0,18,3,1,76.0,57.0,44.0,61.0,19.0,57.0,58,57,57,61,55,56,49
E. Ring,"ST, RW",58,73,475000.0,5.676693609624866,2024.0,3.0,19,2,1,75.0,55.0,48.0,59.0,24.0,59.0,57,52,47,54,53,60,56
W. Gnonto,"CF, LM, ST",58,80,650000.0,5.812913356642856,2023.0,2.0,17,3,1,83.0,54.0,41.0,67.0,19.0,52.0,55,49,48,60,50,65,46
C. Archer,ST,58,75,525000.0,5.720159303405957,2023.0,2.0,19,2,1,58.0,59.0,49.0,56.0,22.0,50.0,60,58,51,62,56,56,56
C. Cortés,ST,58,69,450000.0,5.653212513775344,2025.0,4.0,19,2,1,58.0,59.0,41.0,53.0,25.0,68.0,60,62,55,57,60,53,58
M. Romero,ST,58,74,525000.0,5.720159303405957,2022.0,1.0,19,3,1,63.0,55.0,42.0,52.0,19.0,56.0,65,60,41,47,43,52,60
V. Dahlström,"ST, LW",58,64,325000.0,5.511883360978874,2022.0,1.0,24,3,1,64.0,59.0,41.0,51.0,28.0,60.0,65,61,47,53,55,53,56
A. Griger,ST,58,77,500000.0,5.698970004336019,2023.0,2.0,17,3,1,67.0,58.0,44.0,55.0,18.0,58.0,60,51,49,63,50,53,58
W. Suzuki,ST,58,75,525000.0,5.720159303405957,2023.0,2.0,18,3,1,61.0,55.0,50.0,54.0,30.0,70.0,59,70,44,51,57,56,49
R. Werthmüller,"ST, RW",58,72,500000.0,5.698970004336019,2025.0,4.0,20,4,1,68.0,58.0,47.0,61.0,24.0,52.0,61,53,58,55,56,59,56
S. Adjei,ST,58,59,240000.0,5.380211241711606,2023.0,2.0,27,2,1,54.0,61.0,35.0,50.0,24.0,75.0,62,70,51,67,61,50,53
Y. Sylla,ST,58,76,525000.0,5.720159303405957,2022.0,1.0,18,3,1,79.0,58.0,46.0,63.0,20.0,62.0,62,54,51,56,53,63,48
B. Willumsson,ST,58,70,500000.0,5.698970004336019,2024.0,3.0,20,3,1,62.0,57.0,52.0,60.0,38.0,61.0,59,50,46,58,52,60,56
M. Sánchez,ST,58,74,525000.0,5.720159303405957,2022.0,1.0,19,3,1,62.0,56.0,52.0,59.0,35.0,54.0,60,59,49,55,48,58,57
Leonço,ST,58,58,210000.0,5.3222192947339195,2021.0,0.0,28,3,1,62.0,58.0,40.0,51.0,24.0,60.0,62,66,50,53,58,48,61
F. García,ST,58,64,325000.0,5.511883360978874,2021.0,0.0,23,3,1,55.0,57.0,39.0,54.0,26.0,62.0,62,64,45,57,49,56,62
T. Bloxham,ST,58,72,475000.0,5.676693609624866,2023.0,2.0,17,3,1,72.0,55.0,45.0,54.0,23.0,66.0,57,54,56,55,50,57,55
L. Britton,ST,58,70,500000.0,5.698970004336019,2022.0,1.0,20,2,1,60.0,56.0,41.0,53.0,25.0,68.0,61,65,45,53,51,59,60
H. Tebily,ST,58,72,475000.0,5.676693609624866,2022.0,1.0,19,2,1,70.0,57.0,51.0,59.0,22.0,55.0,62,53,54,51,53,58,56
D. Sokół,ST,58,67,450000.0,5.653212513775344,2022.0,1.0,22,3,1,74.0,56.0,47.0,57.0,19.0,57.0,56,54,51,60,53,58,57
P. Czarnowski,ST,58,62,300000.0,5.477121254719663,2022.0,1.0,23,2,1,73.0,60.0,40.0,56.0,21.0,58.0,61,56,51,61,58,58,55
C. Gavra,ST,58,58,210000.0,5.3222192947339195,2023.0,2.0,28,3,1,66.0,56.0,44.0,55.0,26.0,70.0,57,57,51,57,50,55,58
M. Ben Fredj,ST,58,68,450000.0,5.653212513775344,2023.0,2.0,21,3,1,57.0,61.0,42.0,55.0,20.0,44.0,64,63,54,62,56,56,54
N. Bischof,"ST, CF",58,71,475000.0,5.676693609624866,2025.0,4.0,18,3,1,71.0,56.0,42.0,61.0,22.0,53.0,60,48,45,52,50,62,58
J. Botué,"LW, ST",58,73,475000.0,5.676693609624866,2023.0,2.0,18,2,1,77.0,56.0,37.0,66.0,14.0,35.0,61,27,56,52,53,68,54
N. Nadje,ST,58,74,500000.0,5.698970004336019,2024.0,3.0,17,3,1,61.0,60.0,45.0,55.0,25.0,52.0,63,61,43,59,58,54,61
O. Boissy,ST,58,65,425000.0,5.628388930050312,2024.0,3.0,22,2,1,52.0,57.0,35.0,51.0,27.0,68.0,60,75,47,60,51,52,55
M. Alfarela,ST,58,65,400000.0,5.6020599913279625,2024.0,3.0,23,3,1,63.0,57.0,48.0,62.0,25.0,48.0,59,59,55,58,52,59,57
K. Nwoko,ST,58,64,325000.0,5.511883360978874,2022.0,1.0,23,3,1,55.0,57.0,39.0,49.0,22.0,67.0,61,63,55,58,49,54,60
J. Riasco,ST,58,80,650000.0,5.812913356642856,2024.0,3.0,17,2,1,60.0,59.0,48.0,56.0,27.0,58.0,61,65,55,60,55,55,55
D. Corcoran,ST,57,57,130000.0,5.113943352306837,2021.0,0.0,32,3,1,53.0,55.0,51.0,55.0,28.0,63.0,57,59,53,53,52,53,61
S. Otayf,"ST, CAM",57,57,160000.0,5.204119982655925,2022.0,1.0,30,2,1,55.0,57.0,56.0,63.0,29.0,60.0,58,45,54,52,58,65,60
J. Akintunde,ST,57,62,240000.0,5.380211241711606,2022.0,1.0,25,3,1,74.0,55.0,46.0,58.0,27.0,66.0,57,49,44,57,51,54,57
Song Wenjie,"ST, RW",57,57,160000.0,5.204119982655925,2021.0,0.0,30,3,1,65.0,56.0,51.0,58.0,32.0,64.0,55,45,45,67,52,58,58
T. Olusanya,"ST, LM",57,66,375000.0,5.574031267727719,2023.0,2.0,23,3,1,84.0,53.0,41.0,59.0,22.0,41.0,60,46,44,52,43,58,56
P. Sánchez,"CAM, ST",57,66,375000.0,5.574031267727719,2022.0,1.0,23,3,1,66.0,50.0,49.0,57.0,36.0,38.0,53,46,41,42,50,60,60
S. Nombe,ST,57,67,375000.0,5.574031267727719,2024.0,3.0,22,3,1,75.0,54.0,49.0,58.0,26.0,67.0,59,53,50,55,45,59,53
C. Brown,ST,57,65,375000.0,5.574031267727719,2022.0,1.0,21,3,1,62.0,55.0,42.0,54.0,24.0,60.0,60,61,41,51,52,57,59
H. Shirai,"ST, RM",57,66,375000.0,5.574031267727719,2022.0,1.0,21,3,1,68.0,55.0,51.0,62.0,20.0,46.0,57,52,53,51,56,61,57
E. Crona,ST,57,71,400000.0,5.6020599913279625,2023.0,2.0,21,2,1,76.0,55.0,38.0,56.0,19.0,66.0,59,52,40,52,53,54,52
A. Jarvis,ST,57,64,325000.0,5.511883360978874,2022.0,1.0,23,3,1,64.0,54.0,37.0,54.0,24.0,65.0,59,58,41,54,46,56,56
S. Bergier,ST,57,66,375000.0,5.574031267727719,2023.0,2.0,21,2,1,63.0,56.0,50.0,57.0,24.0,57.0,59,61,43,55,52,58,55
T. Abraham,"ST, RW, LW",57,70,400000.0,5.6020599913279625,2022.0,1.0,20,3,1,69.0,59.0,38.0,54.0,23.0,59.0,64,54,48,54,57,53,55
H. Sobol,ST,57,68,375000.0,5.574031267727719,2024.0,3.0,21,3,1,68.0,59.0,41.0,53.0,30.0,58.0,62,55,39,58,56,51,52
A. Al Yami,"ST, LM",57,64,325000.0,5.511883360978874,2023.0,2.0,24,4,1,84.0,56.0,46.0,58.0,20.0,53.0,57,53,49,56,56,57,53
M. Al Thani,"LM, RM, ST",57,62,250000.0,5.3979400086720375,2022.0,1.0,24,4,1,73.0,52.0,50.0,57.0,31.0,49.0,55,50,42,49,50,56,52
T. Nakamura,"CB, ST",57,66,325000.0,5.511883360978874,2022.0,1.0,20,3,1,47.0,49.0,41.0,40.0,55.0,67.0,54,63,46,62,29,46,50
L. Ivanovic,"ST, RW, CAM",57,69,400000.0,5.6020599913279625,2024.0,3.0,21,3,1,77.0,53.0,50.0,60.0,19.0,52.0,56,55,43,49,49,55,59
J. Rennicks,ST,57,68,375000.0,5.574031267727719,2021.0,0.0,22,3,1,63.0,58.0,46.0,55.0,19.0,56.0,60,62,35,65,52,56,53
J. Young,ST,57,68,350000.0,5.544068044350276,2022.0,1.0,19,2,1,69.0,56.0,40.0,56.0,24.0,62.0,57,53,50,56,53,55,57
P. Besong,ST,57,67,375000.0,5.574031267727719,2022.0,1.0,20,3,1,65.0,55.0,39.0,54.0,28.0,65.0,58,59,44,59,47,54,55
H. Saunders,ST,57,63,250000.0,5.3979400086720375,2023.0,2.0,23,2,1,76.0,56.0,46.0,59.0,22.0,47.0,57,47,52,56,54,57,56
K. Kostorz,"ST, RM",57,68,375000.0,5.574031267727719,2022.0,1.0,21,2,1,69.0,53.0,56.0,57.0,39.0,53.0,57,52,51,58,42,56,55
T. Tattermusch,ST,57,68,375000.0,5.574031267727719,2024.0,3.0,20,3,1,64.0,58.0,45.0,57.0,25.0,53.0,61,54,50,61,55,56,54
A. Szczutowski,ST,57,69,400000.0,5.6020599913279625,2022.0,1.0,20,2,1,65.0,57.0,38.0,55.0,19.0,53.0,60,57,49,58,51,54,58
J. Justin,"ST, LW",57,58,190000.0,5.278753600952829,2023.0,2.0,27,3,1,63.0,55.0,45.0,54.0,37.0,60.0,55,60,51,57,51,53,63
Rahul KP,"RM, LM, ST",57,66,375000.0,5.574031267727719,2025.0,4.0,21,4,1,89.0,53.0,46.0,60.0,35.0,47.0,56,47,49,56,44,58,54
T. Dickson-Peters,ST,57,70,375000.0,5.574031267727719,2023.0,2.0,18,3,1,69.0,60.0,43.0,57.0,20.0,45.0,63,50,52,63,56,58,53
Ó. Colmán,ST,57,71,400000.0,5.6020599913279625,2025.0,4.0,20,3,1,63.0,57.0,33.0,54.0,25.0,55.0,61,64,52,51,55,60,60
M. Cabral,ST,57,65,375000.0,5.574031267727719,2021.0,0.0,20,2,1,68.0,55.0,44.0,55.0,35.0,49.0,54,60,53,58,56,56,55
F. Stojilković,ST,57,71,400000.0,5.6020599913279625,2023.0,2.0,21,4,1,58.0,57.0,43.0,56.0,27.0,63.0,59,58,47,58,54,55,56
A. Zinga,ST,57,66,375000.0,5.574031267727719,2025.0,4.0,20,2,1,57.0,57.0,42.0,57.0,18.0,51.0,59,54,46,54,52,58,61
A. Jatta,"ST, LW",57,63,275000.0,5.439332693830263,2023.0,2.0,22,2,1,51.0,55.0,44.0,57.0,28.0,59.0,56,64,48,62,50,60,55
R. Nemoto,ST,57,66,375000.0,5.574031267727719,2022.0,1.0,21,3,1,67.0,56.0,42.0,55.0,19.0,66.0,58,58,52,57,53,57,53
H. Koide,"RM, ST",57,74,425000.0,5.628388930050312,2022.0,1.0,20,4,1,85.0,48.0,49.0,60.0,28.0,48.0,48,34,41,52,42,58,47
J. Rahou,"ST, CAM",57,70,375000.0,5.574031267727719,2023.0,2.0,18,3,1,57.0,58.0,59.0,60.0,48.0,50.0,61,55,54,58,53,60,53
A. Simsir,"LW, ST",57,74,425000.0,5.628388930050312,2025.0,4.0,19,4,1,73.0,55.0,50.0,58.0,41.0,54.0,57,43,45,58,50,56,51
I. Davies,ST,57,74,425000.0,5.628388930050312,2023.0,2.0,19,4,1,77.0,58.0,43.0,60.0,19.0,48.0,61,44,51,60,52,60,56
L. Hakim,"ST, CF",57,71,400000.0,5.6020599913279625,2025.0,4.0,19,3,1,72.0,58.0,55.0,66.0,18.0,46.0,59,51,57,56,61,63,49
N. Wojtuszek,"CM, ST",57,71,400000.0,5.6020599913279625,2023.0,2.0,19,3,1,67.0,47.0,55.0,60.0,48.0,56.0,44,39,41,56,44,58,55
C. Chukwuemeka,"ST, RW, LW",57,74,425000.0,5.628388930050312,2024.0,3.0,19,4,1,86.0,54.0,47.0,59.0,17.0,61.0,56,46,46,54,52,58,55
Joël Monteiro,ST,57,65,375000.0,5.574031267727719,2024.0,3.0,21,3,1,62.0,55.0,44.0,55.0,23.0,60.0,57,58,51,54,49,57,61
VP Suhair,"RM, ST",57,57,170000.0,5.230448921378274,2022.0,1.0,28,3,1,72.0,54.0,49.0,58.0,30.0,66.0,58,55,51,54,47,55,56
D. Sea,ST,57,71,400000.0,5.6020599913279625,2022.0,1.0,20,3,1,70.0,55.0,41.0,61.0,22.0,61.0,60,52,36,52,53,62,54
W. Harris,ST,57,68,375000.0,5.574031267727719,2022.0,1.0,21,4,1,70.0,58.0,38.0,56.0,20.0,52.0,61,56,45,56,58,57,56
J. Perruzza,"ST, RW",57,68,375000.0,5.574031267727719,2021.0,0.0,20,2,1,64.0,60.0,39.0,55.0,19.0,56.0,60,56,53,64,57,56,54
F. Külekçi,ST,57,73,425000.0,5.628388930050312,2023.0,2.0,20,3,1,71.0,61.0,46.0,55.0,23.0,48.0,67,57,49,56,55,52,45
A. Saavedra,ST,57,69,400000.0,5.6020599913279625,2022.0,1.0,20,3,1,80.0,61.0,34.0,56.0,19.0,44.0,60,47,63,65,60,56,57
P. Zaragoza,ST,57,71,375000.0,5.574031267727719,2023.0,2.0,18,2,1,67.0,53.0,43.0,57.0,24.0,51.0,55,57,50,51,52,55,56
K. Martínez,ST,57,68,375000.0,5.574031267727719,2024.0,3.0,20,3,1,65.0,58.0,42.0,56.0,24.0,49.0,65,60,60,53,51,52,50
M. Chol,"RM, ST",57,64,325000.0,5.511883360978874,2021.0,0.0,22,3,1,68.0,52.0,50.0,60.0,26.0,59.0,53,48,46,52,52,55,51
Á. Robles,ST,57,73,425000.0,5.628388930050312,2021.0,0.0,19,2,1,56.0,58.0,46.0,58.0,22.0,44.0,60,64,43,53,58,55,56
D. Galjen,ST,57,70,400000.0,5.6020599913279625,2023.0,2.0,19,3,1,70.0,55.0,42.0,57.0,18.0,54.0,61,55,47,50,47,58,58
A. Compagno,ST,57,62,240000.0,5.380211241711606,2023.0,2.0,25,2,1,39.0,57.0,37.0,47.0,32.0,74.0,60,69,52,68,41,55,53
Y. Scintu,"ST, LW, RW",57,63,250000.0,5.3979400086720375,2022.0,1.0,24,3,1,54.0,58.0,44.0,51.0,25.0,68.0,60,67,52,62,50,50,54
S. Al Saeed,"ST, LM",57,61,240000.0,5.380211241711606,2023.0,2.0,24,3,1,72.0,54.0,51.0,59.0,30.0,60.0,57,57,46,51,52,58,56
T. Martens,ST,57,68,350000.0,5.544068044350276,2024.0,3.0,18,3,1,80.0,55.0,45.0,60.0,17.0,60.0,55,51,48,60,55,55,47
I. Baldé,ST,57,68,350000.0,5.544068044350276,2024.0,3.0,18,3,1,69.0,59.0,37.0,61.0,19.0,41.0,62,51,56,62,57,65,51
E. Nevitt,ST,57,63,250000.0,5.3979400086720375,2022.0,1.0,24,3,1,74.0,54.0,37.0,54.0,18.0,65.0,57,51,46,55,49,54,56
B. Krasniqi,ST,57,70,400000.0,5.6020599913279625,2022.0,1.0,19,3,1,71.0,58.0,45.0,60.0,24.0,45.0,60,51,51,58,56,54,56
A. Francke,ST,57,69,400000.0,5.6020599913279625,2022.0,1.0,19,3,1,64.0,55.0,45.0,58.0,20.0,53.0,59,53,44,49,56,58,59
B. Singh,ST,57,64,325000.0,5.511883360978874,2024.0,3.0,23,3,1,64.0,56.0,43.0,56.0,35.0,61.0,58,59,47,54,52,54,61
V. Lind,ST,57,72,375000.0,5.574031267727719,2026.0,5.0,18,3,1,72.0,56.0,54.0,62.0,40.0,54.0,56,45,52,59,55,63,56
G. Lemoine,"ST, CF",57,67,375000.0,5.574031267727719,2023.0,2.0,20,3,1,74.0,55.0,44.0,60.0,21.0,53.0,58,55,46,55,53,62,52
D. Cashman,ST,57,71,400000.0,5.6020599913279625,2022.0,1.0,20,3,1,73.0,57.0,45.0,57.0,20.0,58.0,59,49,51,56,53,56,56
L. Dobbin,ST,57,76,425000.0,5.628388930050312,2022.0,1.0,18,2,1,74.0,57.0,48.0,59.0,20.0,43.0,57,51,52,60,54,55,57
G. Peralta,ST,57,66,375000.0,5.574031267727719,2026.0,5.0,20,3,1,68.0,57.0,42.0,53.0,20.0,47.0,61,61,43,50,55,54,60
D. Toševski,ST,57,69,400000.0,5.6020599913279625,2025.0,4.0,19,3,1,65.0,56.0,46.0,57.0,21.0,50.0,58,54,53,55,49,55,61
L. Chávez,"RW, ST",57,72,375000.0,5.574031267727719,2023.0,2.0,18,2,1,70.0,53.0,53.0,57.0,39.0,56.0,55,48,57,52,45,50,57
Y. Ruidíaz,"ST, CAM",57,71,400000.0,5.6020599913279625,2023.0,2.0,19,3,1,64.0,59.0,48.0,59.0,36.0,49.0,60,61,65,58,55,58,48
R. Murray,"ST, CAM",56,56,140000.0,5.146128035678238,2021.0,0.0,29,3,1,72.0,54.0,54.0,60.0,28.0,61.0,51,49,52,58,54,57,57
K. Kiklaisz,ST,56,64,325000.0,5.511883360978874,2022.0,1.0,23,3,1,52.0,58.0,43.0,55.0,28.0,57.0,61,60,55,61,52,56,49
Mésaque Djú,"RM, ST",56,65,325000.0,5.511883360978874,2022.0,1.0,22,2,1,72.0,51.0,46.0,58.0,27.0,59.0,50,54,44,60,45,56,58
O. Alfa,"LW, ST",56,67,325000.0,5.511883360978874,2023.0,2.0,22,3,1,75.0,51.0,46.0,58.0,20.0,62.0,56,52,40,50,46,57,48
L. Collins,"ST, RW",56,66,325000.0,5.511883360978874,2023.0,2.0,20,3,1,80.0,56.0,50.0,60.0,39.0,43.0,57,44,51,54,58,58,56
B. Kimpioka,"RW, LW, ST",56,69,350000.0,5.544068044350276,2022.0,1.0,21,3,1,75.0,54.0,49.0,57.0,33.0,39.0,54,37,39,60,49,55,53
R. Solan,"RM, ST",56,65,325000.0,5.511883360978874,2025.0,4.0,23,2,1,80.0,52.0,45.0,61.0,18.0,46.0,51,47,51,54,51,57,50
K. O'Sullivan,"RM, ST",56,66,325000.0,5.511883360978874,2021.0,0.0,21,2,1,80.0,51.0,47.0,57.0,40.0,50.0,53,34,50,51,48,50,50
J. Martin,"CAM, ST, RM",56,62,230000.0,5.361727836017593,2021.0,0.0,22,3,1,63.0,55.0,54.0,58.0,42.0,56.0,56,56,52,55,54,58,57
C. Thompson,ST,56,69,350000.0,5.544068044350276,2022.0,1.0,21,3,1,71.0,59.0,35.0,56.0,23.0,56.0,63,42,53,60,53,51,58
Tian Xin,"RM, ST",56,65,325000.0,5.511883360978874,2023.0,2.0,23,3,1,72.0,42.0,50.0,56.0,33.0,51.0,42,38,30,38,45,54,55
C. Jolley,ST,56,70,350000.0,5.544068044350276,2022.0,1.0,20,3,1,69.0,58.0,43.0,55.0,19.0,47.0,60,55,53,56,56,54,57
D. Williams,ST,56,65,325000.0,5.511883360978874,2021.0,0.0,21,3,1,69.0,54.0,48.0,57.0,25.0,51.0,56,56,50,54,51,57,57
A. Longher,"LM, CAM, ST",56,64,325000.0,5.511883360978874,2023.0,2.0,21,3,1,69.0,51.0,51.0,58.0,34.0,46.0,50,33,55,57,48,59,48
T. Tushi,"ST, CAM, RM",56,71,350000.0,5.544068044350276,2023.0,2.0,20,3,1,70.0,55.0,47.0,56.0,21.0,50.0,58,54,40,55,53,57,56
A. Eid,ST,56,64,325000.0,5.511883360978874,2025.0,4.0,23,2,1,60.0,56.0,42.0,55.0,16.0,62.0,59,57,51,56,52,55,55
J. Reid,"RM, LM, ST",56,70,350000.0,5.544068044350276,2022.0,1.0,20,3,1,80.0,54.0,46.0,57.0,20.0,54.0,57,48,42,52,53,56,54
K. Adedoyin,"RW, ST",56,70,350000.0,5.544068044350276,2022.0,1.0,20,3,1,72.0,53.0,49.0,58.0,30.0,61.0,56,44,49,54,49,57,53
C. Zimba,ST,56,72,375000.0,5.574031267727719,2022.0,1.0,19,3,1,68.0,53.0,47.0,53.0,36.0,67.0,55,56,38,60,47,55,54
T. Omotoye,ST,56,70,325000.0,5.511883360978874,2022.0,1.0,18,2,1,72.0,55.0,38.0,56.0,18.0,53.0,59,45,46,57,47,60,51
K. Simmonds,"LM, ST, RM",56,71,350000.0,5.544068044350276,2023.0,2.0,20,3,1,70.0,58.0,46.0,59.0,23.0,47.0,60,50,57,57,56,58,59
C. Barbu,"RM, ST",56,66,325000.0,5.511883360978874,2022.0,1.0,21,2,1,66.0,55.0,48.0,59.0,17.0,51.0,57,44,42,57,51,57,54
N. Dailly,"ST, RW, LW",56,70,350000.0,5.544068044350276,2022.0,1.0,19,3,1,70.0,59.0,53.0,62.0,23.0,44.0,63,49,61,53,58,60,48
G. Vázquez,ST,56,76,400000.0,5.6020599913279625,2021.0,0.0,19,3,1,70.0,52.0,54.0,61.0,27.0,37.0,53,52,53,56,43,57,58
J. Jack,ST,56,64,325000.0,5.511883360978874,2022.0,1.0,20,3,1,65.0,57.0,37.0,55.0,21.0,49.0,60,66,41,55,52,60,52
Ł. Zjawiński,ST,56,67,300000.0,5.477121254719663,2023.0,2.0,19,2,1,66.0,53.0,45.0,55.0,20.0,69.0,56,57,41,55,47,56,53
N. Melvin-Lambert,ST,56,71,325000.0,5.511883360978874,2021.0,0.0,18,3,1,73.0,53.0,38.0,53.0,20.0,63.0,60,58,40,49,45,53,54
K. Opoku,ST,56,67,300000.0,5.477121254719663,2021.0,0.0,19,3,1,77.0,55.0,42.0,62.0,20.0,50.0,56,41,49,59,48,58,51
R. Højlund,ST,56,70,325000.0,5.511883360978874,2023.0,2.0,18,3,1,75.0,51.0,41.0,57.0,19.0,56.0,54,48,37,56,44,57,57
J. Chura,"ST, RW",56,72,375000.0,5.574031267727719,2021.0,0.0,19,3,1,62.0,57.0,47.0,60.0,23.0,54.0,60,58,37,55,55,53,55
J. González,"CM, ST",56,67,300000.0,5.477121254719663,2025.0,4.0,19,3,1,65.0,47.0,51.0,53.0,51.0,52.0,49,45,33,45,50,54,55
O. Fallenius,"ST, CAM",56,71,350000.0,5.544068044350276,2024.0,3.0,19,3,1,78.0,55.0,48.0,59.0,18.0,47.0,62,43,32,51,54,62,58
S. Ramírez,"ST, LW",56,70,350000.0,5.544068044350276,2023.0,2.0,19,3,1,68.0,56.0,46.0,56.0,16.0,44.0,57,40,36,68,43,62,61
D. Rodari,ST,56,65,325000.0,5.511883360978874,2023.0,2.0,22,5,1,74.0,54.0,40.0,57.0,21.0,52.0,57,52,49,55,49,53,57
B. Kikanović,ST,56,65,325000.0,5.511883360978874,2021.0,0.0,21,3,1,66.0,55.0,40.0,54.0,24.0,56.0,55,57,49,63,49,53,54
M. Traore,ST,56,65,325000.0,5.511883360978874,2024.0,3.0,21,2,1,54.0,58.0,41.0,54.0,18.0,51.0,62,56,43,55,52,55,57
V. Navas,"ST, RW",56,67,325000.0,5.511883360978874,2025.0,4.0,20,2,1,71.0,55.0,46.0,55.0,25.0,48.0,60,57,49,52,51,55,52
Lee Young Joon,ST,56,77,450000.0,5.653212513775344,2022.0,1.0,18,3,1,57.0,55.0,45.0,54.0,19.0,66.0,57,57,45,55,52,54,54
T. Nascente,ST,56,70,350000.0,5.544068044350276,2021.0,0.0,19,3,1,59.0,57.0,41.0,51.0,23.0,62.0,61,52,47,53,56,55,56
C. Jennings,ST,56,63,300000.0,5.477121254719663,2025.0,4.0,24,2,1,69.0,58.0,36.0,53.0,18.0,52.0,60,53,52,57,54,52,60
R. Tanada,ST,56,69,325000.0,5.511883360978874,2022.0,1.0,18,3,1,55.0,58.0,40.0,58.0,22.0,43.0,60,56,50,57,54,58,59
